Entrez ID	Gene Symbol	Gene Name	Refseq mRNA	Refseq Protein	Ensembl Gene ID	UCSC Genomic Coordinates	GO Categories	Sources
1871	E2F3	E2F transcription factor 3	NM_001949	NP_001940.1	ENSG00000112242	chr6:20510442 - 20598640	cell cycle;nucleus;protein binding;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor complex;transcription initiation from RNA polymerase II promoter	Tumor Suppressor
1874	E2F4	E2F transcription factor 4, p107/p130-binding	NM_001950	NP_001941.2	null	chr16:65783631 - 65789527	cell cycle;circulation;G1/S-specific transcription in mitotic cell cycle;nucleus;organ morphogenesis;protein binding;regulation of cell proliferation;regulation of cell size;regulation of cell volume;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor complex	TGFBR,  Tumor Suppressor
1875	E2F5	E2F transcription factor 5, p130-binding	NM_001951, NM_001083589, NM_001083588	NP_001942.2, NP_001077058.1, NP_001077057.1	ENSG00000133740	chr8:86276907 - 86313349	cytoplasm;nucleus;organ morphogenesis;protein binding;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription;transcription factor activity;transcription factor complex	TGFBR,  Tumor Suppressor
1876	E2F6	E2F transcription factor 6	NM_198256	NP_937987.2	ENSG00000169016	chr2:11504053 - 11523456	cell cycle;negative regulation of transcription from RNA polymerase II promoter;nucleus;regulation of progression through cell cycle;regulation of transcription, DNA-dependent;transcription;transcription corepressor activity;transcription factor activity;transcription factor complex	Tumor Suppressor
55840	EAF2	ELL associated factor 2	NM_018456	NP_060926.2	ENSG00000145088	chr3:123036822 - 123087925	apoptosis;nucleoplasm;nucleus;positive regulation of transcription;protein binding;regulation of transcription, DNA-dependent;transcription;transcriptional activator activity	Tumor Suppressor
1894	ECT2	epithelial cell transforming sequence 2 oncogene	NM_018098	NP_060568.3	ENSG00000114346	chr3:173955014 - 174020721	guanyl-nucleotide exchange factor activity;intracellular;intracellular signaling cascade;positive regulation of I-kappaB kinase/NF-kappaB cascade;protein binding;regulation of Rho protein signal transduction;Rho guanyl-nucleotide exchange factor activity;signal transducer activity	Tumor Suppressor,  Entrez Query:Oncogene
60401	EDA2R	ectodysplasin A2 receptor	NM_021783	NP_068555.1	ENSG00000131080	chrX:65736050 - 65752587	activation of NF-kappaB transcription factor;cell differentiation;embryonic development;epidermis development;integral to membrane;membrane;positive regulation of JNK cascade;protein binding;receptor activity;tumor necrosis factor receptor activity	Tumor Suppressor
1906	EDN1	endothelin 1	NM_001955	NP_001946.3	ENSG00000078401	chr6:12398848 - 12404286	blood pressure regulation;blood vessel morphogenesis;cartilage development;cell-cell signaling;diuresis;dorsal/ventral pattern formation;elevation of cytosolic calcium ion concentration during G-protein signaling, coupled to IP3 second messenger (phospholipase C activating);endothelin A receptor binding;extracellular region;extracellular space;fluid secretion;G-protein signaling, phospholipase D activating pathway;glucose transport;heart development;hormone activity;in utero embryonic development;middle ear	Protein Kinase,  Tumor Suppressor
1907	EDN2	endothelin 2	NM_001956	NP_001947.1	ENSG00000127129	chr1:41717666 - 41722859	cell-cell signaling;extracellular region;growth factor activity;pathogenesis;protein kinase C activation;regulation of vasoconstriction;soluble fraction;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tumor Suppressor
1915	EEF1A1	eukaryotic translation elongation factor 1 alpha 1	NM_001402	NP_001393.1	ENSG00000156508	chr6:74284253 - 74286470	cytoplasm;eukaryotic translation elongation factor 1 complex;GTP binding;GTPase activity;nucleotide binding;protein binding;translation;translation elongation factor activity;translational elongation	EGFR1,  Stability,  Tumor Suppressor
9521	EEF1E1	eukaryotic translation elongation factor 1 epsilon 1	NM_004280	NP_004271.1	ENSG00000124802	chr6:8025121 - 8047753	aminoacyl-tRNA synthetase multienzyme complex;cytoplasm;DNA repair;embryonic development;negative regulation of cell proliferation;nucleus;positive regulation of apoptosis;positive regulation of DNA damage response, signal transduction by p53 class mediator;protein binding;regulation of progression through cell cycle;translation	Tumor Suppressor
1946	EFNA5	ephrin-A5	NM_001962	NP_001953.1	ENSG00000184349	chr5:106744854 - 107034213	anchored to plasma membrane;cell differentiation;cell-cell signaling;ephrin receptor binding;extracellular space;GPI anchor binding;membrane;multicellular organismal development;nervous system development	Tumor Suppressor
1950	EGF	epidermal growth factor (beta-urogastrone)	NM_001963	NP_001954.2	ENSG00000138798	chr4:111053940 - 111152060	activation of MAPK activity;activation of MAPKK activity;branching morphogenesis of a tube;calcium ion binding;chromosome organization and biogenesis (sensu Eukaryota);DNA replication;epidermal growth factor receptor activating ligand activity;epidermal growth factor receptor signaling pathway;extracellular region;extracellular space;growth factor activity;integral to membrane;nucleus;plasma membrane;positive regulation of granule cell precursor proliferation;protein binding;regulation of peptidyl-tyrosine 	EGFR1,  Protein Kinase,  Tumor Suppressor
1956	EGFR	epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)	NM_201284, NM_005228, NM_201283, NM_201282	NP_958441.1, NP_005219.2, NP_958440.1, NP_958439.1	ENSG00000146648	chr7:55054464 - 55240804	actin filament binding;AP-2 adaptor complex;ATP binding;calcium-dependent phospholipase A2 activation;cell cycle;cell proliferation;cell surface receptor linked signal transduction;cell-cell adhesion;cytoplasm;double-stranded DNA binding;endosome;epidermal growth factor receptor activity;epidermal growth factor receptor signaling pathway;extracellular space;identical protein binding;integral to membrane;MAP/ERK kinase kinase activity;negative regulation of progression through cell cycle;nitric-oxide synthas	Alpha6Beta4 Integrin,  EGFR1,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification,  Missense mutation
54583	EGLN1	egl nine homolog 1 (C. elegans)	NM_022051	NP_071334.1	ENSG00000135766	chr1:229568779 - 229624257	cytosol;iron ion binding;L-ascorbic acid binding;metal ion binding;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors;oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen;protein binding;protein metabolic process;zinc ion binding	Stability,  Tumor Suppressor
1958	EGR1	early growth response 1	NM_001964	NP_001955.1	ENSG00000120738	chr5:137829349 - 137831669	intracellular;metal ion binding;nucleus;positive regulation of transcription;regulation of transcription, DNA-dependent;T cell differentiation;transcription;transcription factor activity;zinc ion binding	Tumor Suppressor,  Entrez Query:Oncogene
1959	EGR2	early growth response 2 (Krox-20 homolog, Drosophila)	NM_000399	NP_000390.2	ENSG00000122877	chr10:64242972 - 64245795	brain development;intracellular;mechanosensory behavior;metal ion binding;myelination;nucleus;protein binding;regulation of transcription, DNA-dependent;rhythmic behavior;Schwann cell differentiation;transcription factor activity;zinc ion binding	Tumor Suppressor
26298	EHF	ets homologous factor	NM_012153	NP_036285.2	ENSG00000135373	chr11:34620753 - 34637054	cell proliferation;epithelial cell differentiation;multicellular organismal development;nucleus;positive regulation of transcription, DNA-dependent;protein binding;sequence-specific DNA binding;transcription;transcription factor activity	Tumor Suppressor
5610	EIF2AK2	eukaryotic translation initiation factor 2-alpha kinase 2	NM_002759	NP_002750.1	ENSG00000055332	chr2:37187919 - 37228453	apoptosis;ATP binding;cell cycle;double-stranded RNA binding;eukaryotic translation initiation factor 2alpha kinase activity;immune response;intracellular;negative regulation of cell proliferation;nucleotide binding;protein amino acid phosphorylation;protein binding;protein kinase activity;protein phosphatase type 2A regulator activity;protein serine/threonine kinase activity;regulation of transcription, DNA-dependent;response to virus;transferase activity	Protein Kinase,  Tumor Suppressor,  Entrez Query:Oncogene
1965	EIF2S1	eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa	NM_004094	NP_004085.1	ENSG00000134001	chr14:66901237 - 66919910	cytoplasm;eukaryotic translation initiation factor 2 complex;eukaryotic translation initiation factor 2B complex;nucleus;polysome;protein binding;regulation of translation;regulation of translation initiation in response to stress;RNA binding;translation initiation factor activity	Tumor Suppressor
8507	ENC1	ectodermal-neural cortex (with BTB-like domain)	NM_003633	NP_003624.1	ENSG00000171617	chr5:73966296 - 73968066	actin binding;cytoskeleton;multicellular organismal development;nervous system development;nucleus;protein binding	Tumor Suppressor
2023	ENO1	enolase 1, (alpha)	NM_001428	NP_001419.1	ENSG00000074800	chr1:8844005 - 8857554	cytoplasm;glycolysis;lyase activity;magnesium ion binding;negative regulation of cell growth;negative regulation of transcription from RNA polymerase II promoter;nucleus;phosphopyruvate hydratase activity;phosphopyruvate hydratase complex;plasminogen activator activity;protein binding;transcription;transcription corepressor activity;transcription factor activity	Tumor Suppressor
2034	EPAS1	endothelial PAS domain protein 1	NM_001430	NP_001421.2	ENSG00000116016	chr2:46378554 - 46465303	angiogenesis;cell differentiation;histone acetyltransferase binding;multicellular organismal development;nucleus;protein binding;regulation of transcription, DNA-dependent;response to hypoxia;RNA polymerase II transcription factor activity, enhancer binding;signal transducer activity;signal transduction;transcription coactivator activity;transcription from RNA polymerase II promoter	Tumor Suppressor
2035	EPB41	erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)	NM_203343, NM_004437, NM_203342	NP_976218.1, NP_004428.1, NP_976217.1	ENSG00000159023	chr1:29186536 - 29314896	actin binding;binding;circulation;cortical actin cytoskeleton organization and biogenesis;cortical cytoskeleton;cytoplasm;cytoskeleton;membrane;nucleus;phosphatidylinositol binding;plasma membrane;protein complex;spectrin;structural constituent of cytoskeleton;structural molecule activity	Stability,  Tumor Suppressor
23136	EPB41L3	erythrocyte membrane protein band 4.1-like 3	NM_012307	NP_036439.2	ENSG00000082397	chr18:5384681 - 5479182	actin binding;binding;biological_process;cortical actin cytoskeleton organization and biogenesis;cytoplasm;cytoskeleton;intercellular junction;plasma membrane;structural molecule activity	Tumor Suppressor
2048	EPHB2	EPH receptor B2	NM_017449, NM_004442	NP_059145.2, NP_004433.2	ENSG00000133216	chr1:22910062 - 23112650	ATP binding;ephrin receptor activity;integral to membrane;membrane;nervous system development;nucleotide binding;protein amino acid phosphorylation;protein binding;protein-tyrosine kinase activity;receptor activity;synapse;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway;transmembrane-ephrin receptor activity	Vogelstein and Kinzler 2004,  Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase
2050	EPHB4	EPH receptor B4	NM_004444	NP_004435.3	ENSG00000196411	chr7:100239018 - 100262588	ATP binding;cell proliferation;cell surface;ephrin receptor activity;integral to plasma membrane;membrane;nucleotide binding;organ morphogenesis;protein amino acid phosphorylation;protein-tyrosine kinase activity;receptor activity;regulation of angiogenesis;transferase activity;transmembrane receptor protein tyrosine kinase signaling pathway	Protein Kinase,  Tumor Suppressor,  Tyrosine Kinase
51752	ERAP1	-	NM_001040458, NM_016442	NP_001035548.1, NP_057526.3	ENSG00000164307	chr5:96124659 - 96165385	angiogenesis;antigen processing and presentation of endogenous peptide antigen via MHC class I;blood pressure regulation;cytoplasm;cytosol;endoplasmic reticulum;endoplasmic reticulum lumen;extracellular region;fat cell differentiation;integral to membrane;interleukin-1, Type II receptor binding;interleukin-6 receptor binding;leucyl aminopeptidase activity;membrane alanyl aminopeptidase activity;membrane protein ectodomain proteolysis;metal ion binding;metallopeptidase activity;methionyl aminopeptidase activ	Tumor Suppressor
64167	ERAP2	-	NM_022350	NP_071745.1	ENSG00000164308	chr5:96241145 - 96279065	aminopeptidase activity;antigen processing and presentation of endogenous peptide antigen via MHC class I;blood pressure regulation;endoplasmic reticulum lumen;membrane alanyl aminopeptidase activity;metallopeptidase activity;N-terminal arginine aminopeptidase activity;N-terminal lysine aminopeptidase activity;proteolysis;zinc ion binding	Tumor Suppressor
2064	ERBB2	v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)	NM_001005862, NM_004448	NP_001005862.1, NP_004439.2	ENSG00000141736	chr17:35110017 - 35137823	apical plasma membrane;ATP binding;cell proliferation;cytoplasm;epidermal growth factor receptor activity;ErbB-3 class receptor binding;extracellular region;heart development;identical protein binding;integral to membrane;mammary gland development;membrane;myelination;non-membrane spanning protein tyrosine kinase activity;nucleotide binding;peripheral nervous system development;phosphoinositide-mediated signaling;plasma membrane;positive regulation of epithelial cell proliferation;positive regulation of MAP	Alpha6Beta4 Integrin,  Futreal et al 2004,  Vogelstein and Kinzler 2004,  Protein Kinase,  Stability,  Tumor Suppressor,  Tyrosine Kinase,  Entrez Query:Oncogene,  Amplification
2074	ERCC6	excision repair cross-complementing rodent repair deficiency, complementation group 6	NM_000124	NP_000115.1	ENSG00000032514	chr10:50336866 - 50411016	ATP binding;DNA binding;DNA helicase activity;DNA repair;helicase activity;hydrolase activity;nucleotide binding;nucleus;protein binding;regulation of transcription, DNA-dependent;RNA polymerase II transcription factor activity;sensory perception of sound;transcription;transcription from RNA polymerase II promoter	Tumor Suppressor
